gene_id	symbol	newCLP.LPS1h.1	newCLP.LPS1h.2	newCLP.LPS1h.3	C57.1	C57.2	C57.3	CLP.1	CLP.2	CLP.3	C57LPS1h.1	C57LPS1h.2	C57LPS1h.3	CLP.2DG.LPS1h.1	CLP.2DG.LPS1h.2	CLP.2DG.LPS1h.3	CLP.2DG.1	CLP.2DG.2	CLP.2DG.3
ENSMUSG00000021177.16	Tdp1	0.091840579	0.466697931	0.311610419	0.421675821	0.616645016	0.741815743	0.299565615	0.253200752	0.239534719	0.218212058	0.214067126	0.507075045	0.432650271	0.746921363	0.091161124	0.385219114	0.836608613	0.193429632
ENSMUSG00000021178.9	Psmc1	17.87764249	18.11304675	23.47053242	25.03661791	32.55901376	29.6175094	26.87393172	26.81106664	32.97073207	24.73657351	23.2794429	25.54843807	20.485568	25.49756364	21.08476814	18.5761735	24.61175483	22.24817692
ENSMUSG00000021179.8	Nrde2	4.729842795	3.917542237	4.02276166	3.686199251	5.512655987	2.99388065	3.740553056	3.22143941	3.669360832	3.941714143	3.367430225	3.606056261	3.454969971	3.458330845	2.692577855	3.057499107	3.004544265	2.36795845
ENSMUSG00000021180.9	Rps6ka5	1.098615193	0.972022256	0.958305847	2.678559731	1.739140944	1.781706017	1.501735923	1.455082196	1.425246625	2.900105453	2.457002579	1.899707313	1.051858404	1.416168233	0.941322254	0.900627368	1.260928382	1.487376211
ENSMUSG00000021182.16	Ccdc88c	20.90648246	20.95093224	20.89305045	34.54607071	21.85731487	24.04389917	36.00593476	33.48005715	27.40451447	35.12361993	30.0363288	21.06251346	20.87498378	23.69659988	24.39991643	20.80760245	20.27618744	21.31858567
ENSMUSG00000021185.16	Dglucy	1.305527579	1.113992518	1.230466052	6.090776008	6.571038404	5.720759132	2.105843084	2.172795285	2.126898014	2.041498484	2.054756307	1.537057713	0.379690087	0.843262687	0.623754556	0.720555036	0.805098681	0.765259985
ENSMUSG00000021186.9	Fbln5	0.086598401	0.246054624	0.244803947	0.282909797	0.308212783	0.052764259	0.125413196	0	0.106087866	0.048723913	0.032556188	0	0	0	0	0.027400067	0	0
ENSMUSG00000021188.14	Trip11	5.080388415	5.223665388	5.347291392	6.545589172	4.123381498	4.145916044	6.786821737	4.557509805	3.986954327	6.972701982	6.743224347	5.721218784	4.802752281	5.523440901	5.726424203	4.724718418	5.135573487	4.752901685
ENSMUSG00000021189.11	Atxn3	3.941865259	3.17722279	3.513809809	8.19515043	3.859426173	4.211693997	5.680120279	3.722128534	2.979827819	5.985904893	6.395756772	5.344714242	3.316973337	3.964573894	3.95866866	3.50653904	3.373833668	4.619821301
ENSMUSG00000021190.14	Lgmn	3.465579903	11.59970868	30.22862099	10.14998932	9.584919603	14.3475492	3.301197418	2.318914543	4.333930414	3.990531772	4.445677115	5.323183955	4.478867906	5.3661346	3.286704635	4.768690924	7.977316345	3.251786472
ENSMUSG00000021192.16	Golga5	14.60120905	14.17986663	15.62710544	13.75355627	18.08456473	11.62618276	13.11339858	17.800375	13.90843546	21.04891745	18.06102181	16.70540466	17.83069796	19.67042746	16.63150886	17.59301909	18.98915193	17.41324655
ENSMUSG00000021193.10	Pitrm1	0.83885902	3.620608131	3.176752514	1.455816308	0.643116825	0.586554045	0.743917327	0	0.093389775	0.765495127	0.587517797	1.167522955	0.97654246	2.368116755	0.530112691	1.394402693	2.73170503	0.636580723
ENSMUSG00000021196.14	Pfkp	6.598076432	9.664962346	8.274277128	5.334695156	4.980776171	4.795928007	4.731231064	5.445312835	5.105408621	6.926266642	6.332991692	7.618853267	6.38893436	7.125127537	7.148030006	6.265078445	7.69317162	6.375049139
ENSMUSG00000021200.14	Asb2	0.081758285	0	0.175687749	0.51920941	0.277194766	0.813315916	0.074474188	0	0.131264576	0.96745701	1.270445035	1.143567323	0.102707669	0.132351549	0.255428344	0	0.152978839	0.254465729
ENSMUSG00000021203.15	Otub2	0.041798877	0.147503861	0.136835556	0.429602615	0.112591897	0.35034397	0.071390412	0.086713599	0.067754219	0.53070708	0.438422158	0.516486045	0.088609339	0.334478692	0.071663925	0.032030085	0.259071769	0.040654831
ENSMUSG00000021208.9	Ifi27l2b	0	0	0.907381814	0	0	0	0	0.256501287	0.065442906	0	0	0	0	0	0	0	0	0
ENSMUSG00000021211.4	Akr1c12	0	0	0.339271713	0.122812453	0.422295509	0.419308487	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021213.12	Akr1c13	0.255795866	0.334465518	0.20341462	0.823470775	0.939977457	0.915448856	0.525577951	0.377047692	0.274344513	0.151941939	0.125520678	0.149379325	0.177582563	0.401207939	0	0.148557947	0.201525262	0.314266949
ENSMUSG00000021214.14	Akr1c18	0.06397964	0	0.483341451	0	0.165445724	0.211481074	0	0	0	0.213338979	0	0.177473034	0.421960887	0.282466936	0	0.078443191	0.089784764	0.106677431
ENSMUSG00000021215.15	Net1	0.429265735	1.395736549	1.394090033	1.313560052	0.459328324	0.632569836	0.368388134	0.356979918	0.20908927	0.53154658	0.664162461	0.974241509	0.61712603	2.087156281	0.393365167	0.789461478	1.751815416	0.431913749
ENSMUSG00000021218.10	Gdi2	26.18121347	24.138522	27.605911	32.87686207	31.70443003	25.31473749	39.22584679	33.90930974	31.00011971	24.31781158	22.53154725	18.94796568	23.75940365	29.50669861	22.84818747	25.46601402	30.33264174	27.19180895
ENSMUSG00000021222.9	Dcaf4	0.223189091	0.486068461	0.995606224	0.138540087	0.316056891	0.160596221	0.077795085	0.066145076	0.137820995	0.239895117	0.198179634	0.251929729	0.090121527	0.398839736	0.097182568	0.071668748	0.308237132	0.094511173
ENSMUSG00000021224.15	Numb	58.5780197	46.9360297	52.12360211	41.46939088	52.69746897	34.8455234	57.14643812	59.64170834	48.54281877	54.73034887	55.70039378	50.79948223	52.84575727	43.04152127	41.25993622	56.12691437	41.9103411	39.95044808
ENSMUSG00000021226.7	Acot2	0.228575713	0.377249855	0.363071014	1.25176705	4.152692691	2.042459776	0.368945669	0.21885707	0.54558851	0.225497537	0.379091311	0.372446514	0.463849536	0.349321302	0.08038804	0.668285265	0.509938753	0.342030059
ENSMUSG00000021234.9	Fam161b	0.132686298	0.037458884	0.20883202	0.157993104	0.075056428	0.031327646	0.060702221	0.060213897	0.092176671	0.102101565	0.106312456	0.108744509	0.078133712	0.041189303	0	0.091508633	0.085343092	0
ENSMUSG00000021235.13	Coq6	0.38710024	0.256728075	0.662243423	0.893365812	0.895080498	0.853025266	0.473747802	0.414275118	0.546371203	0.775412969	0.973883861	1.165195041	1.007313148	1.607300468	0.863838824	1.19029179	1.385381952	0.628362433
ENSMUSG00000021236.16	Entpd5	8.056095065	6.628045307	7.792743707	7.077853126	7.575150768	5.715264384	11.88114257	7.839062313	7.838115532	8.065431903	8.539334483	7.629510405	5.487882171	9.371690699	6.500469227	5.800951276	9.905672427	6.861922527
ENSMUSG00000021238.11	Aldh6a1	1.044732547	1.123222517	1.206997084	1.027489986	1.162343929	0.542189251	0.869779714	0.910561195	0.887312013	1.229420057	1.318699542	0.989842291	0.742173005	1.038904745	0.698162622	0.85530406	0.705730389	0.998050604
ENSMUSG00000021240.6	Abcd4	0.434056227	0.653541961	1.073610475	0.759244351	1.278324465	1.102251039	0.922564584	0.940489461	0.759427081	0.413175932	0.213585835	0.398910274	0.4907492	0.548285222	0.432730847	0.544007352	0.658758041	0.444960099
ENSMUSG00000021241.7	Isca2	5.682518121	4.981746273	5.427651002	4.781650754	6.618406543	6.219747794	4.510591184	5.098964873	6.625586889	5.70091144	4.737398294	5.583571311	5.48258903	6.005361542	4.382088514	4.790710911	5.738864935	4.576875788
ENSMUSG00000021242.9	Npc2	14.55927125	16.55325864	19.20684386	14.72698432	17.28677352	20.43214621	13.79018734	13.49635365	14.4524816	14.87581127	14.75009347	20.80219352	23.67849767	21.54762566	14.29981717	22.80403648	26.25888434	19.0961134
ENSMUSG00000021243.14	Fcf1	12.89361582	15.0089734	17.60102822	10.36371634	11.02453086	13.51536891	12.19583167	10.05753059	13.73589188	16.73990353	14.56329227	17.79998056	17.96154846	22.01443488	17.48331916	19.94063491	21.48970587	22.07473109
ENSMUSG00000021244.15	Ylpm1	1.587076151	1.337003321	1.492711226	2.37634324	1.785970513	1.346210295	1.872033487	1.395760189	1.273440141	1.534427718	1.4910455	1.573368897	0.79994294	1.661443148	0.827995189	0.87862071	1.424677292	0.887490082
ENSMUSG00000021245.15	Mlh3	0.028112844	0.22511034	0.216243152	0.135820835	0.242324472	0.055513882	0.099772145	0.116642648	0.15860635	0.115374498	0.110204464	0.265526092	0.062606266	0.251054455	0.037975208	0.062669401	0.286921392	0.09658963
ENSMUSG00000021248.9	Tmed10	20.52846096	26.26558169	23.9541561	34.14605195	29.11545081	27.14979591	27.39883714	30.58089721	21.09191311	24.44347665	24.49360746	25.21083008	22.53736074	25.65392561	23.17534899	22.50118169	28.61712044	24.48819183
ENSMUSG00000021250.13	Fos	14.28239376	32.41426185	24.57262451	459.8010858	908.3823494	782.0444029	176.2749565	307.6694918	416.6600291	74.05150431	71.77481313	91.73802835	118.7500876	95.54442592	11.31471915	200.4019339	186.5223941	35.52934458
ENSMUSG00000021252.11	Erg28	0.934521974	0.653774726	1.813776362	0.84564059	0.907695403	0.848132201	0.920965217	0.917339278	1.211856596	0.397557216	0.398457761	0.620765129	0.932025413	1.75600973	0.818050333	0.922216868	1.428729645	0.901976357
ENSMUSG00000021253.7	Tgfb3	0.194028707	1.069753981	1.281866866	0.034333396	0	0	0	0	0.042287376	0	0	0.063319525	0	0	0	0	0.0533896	0
ENSMUSG00000021254.9	Gpatch2l	10.31456469	8.071849009	9.7840182	7.793606518	7.804259418	5.12821804	7.694483953	7.71542228	5.836038007	11.37823477	10.90347688	11.9380202	11.27986978	9.378243624	13.10829651	11.58179147	9.254558758	12.24218015
ENSMUSG00000021257.14	Angel1	0.017303031	0.078157546	0.152503993	0	0.119317642	0	0.037996354	0.017947947	0.06010175	0.164213541	0.120992596	0.178897359	0.040756281	0.152784043	0.03955459	0.021214639	0.101174667	0.057700945
ENSMUSG00000021258.10	Ccnk	21.58422669	20.64723352	21.83089571	10.86280086	12.41790172	9.404040154	9.656354539	12.44841314	8.805932508	16.95570687	17.29257781	17.97566032	27.17068253	28.46750432	25.16395375	30.73550957	26.87880449	25.1212549
ENSMUSG00000021262.15	Evl	0.196998535	0.474581129	0.754045544	1.804142093	1.18298851	1.500786023	0.455027155	0.197529672	0.200719404	0.774791129	0.520398485	1.218757922	0.43927092	0.891482222	0.097573034	0.281788487	0.835507286	0.167883909
ENSMUSG00000021263.11	Degs2	0	0.270086821	0.28608774	0.02997803	0.006442541	0.035293631	0.043767641	0.054269436	0	0.030673951	0.043553197	0.030156612	0	0.074245991	0	0	0.146843103	0
ENSMUSG00000021264.12	Yy1	17.6784852	16.24719861	16.04679559	17.91051143	18.13198647	17.67019788	16.8720472	21.61360195	17.99372492	21.06690325	19.84226109	18.97905395	20.68357385	21.26875788	16.72351799	23.56327801	23.31023287	24.3188168
ENSMUSG00000021265.3	Slc25a29	0.259288171	0.543771907	0.544739045	0.869118426	0.740738894	0.755614155	0.433813573	0.34579585	1.063604181	0.448447627	0.155407701	0.515610364	0.474630821	0.53966522	0.211689533	0.317904126	0.616842458	0.247044625
ENSMUSG00000021266.16	Wars	2.581955264	3.548128983	3.384932586	3.908728118	3.992508017	3.686737663	3.285182388	6.500854968	4.067218724	3.505279728	3.348501695	4.920665356	4.342901575	7.467591567	3.277649168	4.964774708	7.524399053	4.096502049
ENSMUSG00000021270.13	Hsp90aa1	28.06740505	36.97474883	38.26461349	23.61802823	14.67260024	22.98682528	15.87020126	14.61025437	11.92303245	20.85578361	21.82419346	30.28295917	37.11015426	52.06540262	32.14268026	40.45797383	51.91073645	38.48705136
ENSMUSG00000021271.5	Zfp839	0.360472112	0.744341701	0.814374692	1.254753281	1.660113314	1.19638348	0.975017896	1.228553489	1.149540697	0.723834462	0.666165258	0.810319177	0.349332097	0.750262771	0.364930395	0.473530934	0.587764097	0.349174854
ENSMUSG00000021273.11	Fdft1	8.15667742	5.05301782	8.069610204	3.993004788	3.412311355	2.538224296	10.89959414	9.136963624	16.53545565	3.590025976	3.334486092	4.570342207	8.383268962	8.050260481	11.14584275	9.540553074	9.004521802	11.14186065
ENSMUSG00000021275.16	Tecpr2	0.626485448	0.563683077	0.572013922	0.816643999	0.543496044	0.480962819	1.244560115	1.020870978	0.600880352	0.367001313	0.36977225	0.61562199	0.508385223	0.854306876	0.533587922	0.507944913	0.748710755	0.552616561
ENSMUSG00000021276.10	Cinp	0.393793611	0.613559694	0.522186812	0.764735834	0.618723435	0.61670084	0.569199699	0.620462335	0.494036492	0.623945222	0.354369862	0.86482435	0.789011294	1.232410606	0.381734221	0.440035314	1.26380613	0.554090966
ENSMUSG00000021277.16	Traf3	24.47772458	21.88412229	22.87006905	9.450017268	6.246632151	6.55632638	6.790799633	5.822357353	6.252713549	28.26168546	26.57399559	28.0420301	23.54987083	16.39747462	31.09127205	24.39805235	14.32157783	27.34901865
ENSMUSG00000021278.7	Amn	0.136178043	0.44950661	4.31556865	0	0.297968377	0.455075272	0	0.195581982	0.126136497	0.838307588	1.171980374	0.443783258	0.167781866	0.173428644	0.131704659	0	0.156802619	0.407540971
ENSMUSG00000021279.5	Cdc42bpb	0.232979148	1.885977361	2.294020448	0.464599511	0.232411049	0.425223407	0.263148863	0.0950359	0.232772653	0.217549016	0.186098234	0.372309439	0.184978253	0.271594352	0.200468696	0.208619002	0.281640093	0.151310785
ENSMUSG00000021280.9	Exoc3l4	0.427120717	2.214834428	2.354223609	0.232985006	0.206172702	0.11617289	0.056692652	0.060253482	0.129765175	0.960585982	1.027414521	0.923705023	0.045071397	0.101828705	0.398368979	0.092167279	0.073525511	0.201305661
ENSMUSG00000021281.15	Tnfaip2	411.7678864	586.5555297	397.6687261	108.3428535	90.99172899	101.0626577	63.49335441	67.0554305	70.84021288	636.9623352	644.2626973	619.1825719	256.938035	253.7792628	656.2442235	177.0470734	148.748115	297.7653221
ENSMUSG00000021282.17	Eif5	83.7087213	78.93138345	76.97025504	64.55798681	38.78445815	39.78576074	61.53477823	74.34658091	59.08492168	77.88028933	78.67265712	66.67862972	90.8382906	103.9965884	83.7427554	102.8197435	112.1705825	88.53957172
ENSMUSG00000021285.15	Ppp1r13b	0.64326864	1.140241778	1.064213372	0.910841462	0.840119264	0.681148545	0.391906879	0.343731999	0.379167768	1.03198456	0.858727972	2.017361313	0.51057036	0.774545214	0.770902147	0.750449631	0.660171243	1.040061863
ENSMUSG00000021286.8	Zfyve21	0.724346879	3.033291219	2.624610404	0.544736269	0.4249156	0.418050207	0.363289668	0.77221533	0.456608355	0.237403431	0.340014521	0.060886812	0.64454816	0.510784562	0.413962799	0.431713472	0.8094353	0.23484044
ENSMUSG00000021287.12	Xrcc3	0.589706159	0.840332176	1.060714784	1.492349945	0.24810341	1.160262072	1.219589301	1.580187835	0.182074064	1.375735053	1.374519892	1.628703768	1.243502293	2.084368455	1.492498965	1.704256772	1.517182937	1.396847206
ENSMUSG00000021288.19	Klc1	3.530040145	3.680967545	3.959668039	5.879078524	6.501936675	5.669204541	5.399091507	5.397883189	6.263720264	4.161020356	3.476725271	4.075520153	3.337370561	3.450283058	3.743147959	3.426689899	3.643603696	4.788386991
ENSMUSG00000021290.6	Atp5mpl	5.060450442	7.18342589	6.870968129	10.25974681	4.826871063	8.974019009	13.26833845	4.952877554	4.878319655	3.743444403	4.030327675	4.176350004	6.935037878	6.040646516	4.551105798	5.251407473	7.865819114	6.048283061
ENSMUSG00000021298.8	Gpr132	22.37772746	34.19114497	25.44152734	2.153300374	2.14525924	3.169734638	0.714815051	6.357979246	1.159219246	59.66386755	76.80520145	56.71381522	39.73557713	19.88802615	67.01231392	25.03029053	9.466593523	37.18142629
ENSMUSG00000021302.10	Ggps1	2.670350397	3.163256377	3.023445303	3.678120468	3.070193341	3.205493001	3.140993439	2.778362916	2.72722673	3.721549064	2.964359189	3.192669175	2.639234661	2.94285254	2.35108198	2.83280695	2.899972428	3.150125095
ENSMUSG00000021303.14	Gng4	0	0.0391636	0.052400581	0	0.03985888	0	0	0	0.016061923	0.31431386	0.626485355	0.239047579	0.027229833	0.025519281	0.03964045	0.092129649	0	0.109227255
ENSMUSG00000021306.11	Gpr137b	3.11521081	2.862854475	3.62927946	1.509840566	0.956878792	1.237036846	2.0281547	1.960307911	1.601079063	2.869082422	2.139832867	2.433235357	3.774707111	3.472292668	5.075386709	4.139700509	3.827240794	5.204868811
ENSMUSG00000021311.9	Mtr	0.747411146	1.051177852	0.80076251	1.925838737	1.110837152	0.91976262	0.866500711	0.678947316	0.524468388	1.196734793	1.200998312	1.194827492	0.727666486	1.507400923	0.670486613	0.74420723	1.428154258	0.599186586
ENSMUSG00000021319.7	Sfrp4	0	0.208672607	0.409496654	0.324259849	0.3225479	0	0.018034907	0	0.15832595	0	0.021535852	0	0	0	0.021121337	0.096289533	0.017288061	0
ENSMUSG00000021322.8	Aoah	10.63858584	10.91341357	12.11094601	15.24814289	17.39098433	13.73683154	11.68043107	12.92104436	11.7494841	11.64726405	11.33523223	10.93152744	8.116981035	11.14880309	7.973740557	6.951258282	12.75750571	9.025852864
ENSMUSG00000021326.13	Trim27	1.828791123	2.798464698	2.09314384	3.558409892	5.349351575	4.50181684	2.442604415	2.599663858	2.656330543	2.683043494	2.552679799	3.515875743	2.79788016	4.401194359	1.881672082	3.408513544	4.870091548	2.434728091
ENSMUSG00000021327.19	Zkscan3	1.77950896	1.156490201	1.631510763	3.214247099	2.049353261	1.938966751	2.878043503	3.189401276	2.312092382	2.369770413	2.059781106	2.173505454	1.062994752	1.386902823	1.389188803	1.3328235	1.374900036	1.89194131
ENSMUSG00000021338.17	Carmil1	0.062367142	0.247711841	0.513401552	0.090570251	0.0797111	0	0.037780489	0	0.00796804	0.061781854	0.060152608	0.164865326	0.07091829	0.09494753	0.046704224	0.058008814	0.146875818	0.066935324
ENSMUSG00000021339.4	Mrs2	1.535146171	1.547615692	1.750460079	3.462194013	2.067852647	1.959398093	4.029971178	3.489536839	2.928366113	2.113064304	1.647390961	1.482050461	2.081258183	2.902286606	1.696756192	2.966155683	3.0643984	2.323114166
ENSMUSG00000021340.13	Gpld1	1.864628419	0.917939814	1.734557601	1.226205235	0.565458755	0.653211783	5.181106674	3.949612292	2.430536248	0.278002858	0.411349691	0.528647074	2.576429945	0.971971203	1.495551565	2.78884739	1.581024298	1.684298397
ENSMUSG00000021345.16	Prl8a6	21.58823763	217.2743142	192.476519	0	0	0	0	1.31722775	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021346.14	Prl8a8	31.1900352	200.069497	181.6647955	0	0	0	0	0.443185566	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021347.3	Prl7b1	3.42287616	17.95936842	7.925737313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021348.3	Prl7d1	3.983586219	22.7687271	19.28202925	0	0	0	0	0.079360985	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021356.10	Irf4	0.078751199	0.222323787	0.051561022	1.275287597	0.179885247	0.081810967	0.049958312	0.053096162	0	2.98145733	2.679942002	3.169479573	0.237432145	0.352028667	0.166522767	0.207591274	0.313123524	0.08753801
ENSMUSG00000021357.14	Exoc2	8.47195536	9.404137861	9.061414467	19.54177773	16.16077544	9.370303914	16.71534862	12.4511885	12.38457902	10.39591568	8.755580993	8.291114146	6.793647748	9.439550445	7.836085071	6.835272609	8.574380468	6.893436635
ENSMUSG00000021360.16	Gcnt2	52.96720917	39.31365942	50.76593091	35.62797154	28.48171639	24.06115129	51.61967459	30.94269909	40.35241301	38.19675882	42.88354512	37.83424832	54.73110635	37.19560942	52.43888216	58.3010829	38.21365265	69.57513819
ENSMUSG00000021361.7	Tmem14c	35.57008989	36.75650961	42.91407533	43.39735587	58.17096087	76.00278751	57.47419154	50.47983807	78.88548075	22.1698915	21.98263275	19.15404286	37.15519606	34.71389998	24.91536707	34.18458149	37.78334082	31.18031121
ENSMUSG00000021363.14	Mak	0.127146051	0.140707647	0.097334646	0.045896949	0.008767694	0	0	0.013188502	0.018843282	0.075661671	0.026672317	0.097470761	0.131773453	0.496789002	0.191832207	0.265011828	0.449639306	0.186559042
ENSMUSG00000021364.16	Elovl2	0.170374426	0.335316517	0.156905196	0.058572808	0	0.032180743	0	0	0	0.449494031	0.158847273	0.299518798	0.073381859	0.155811746	0.216992981	0.125334062	0.054649627	0.140685457
ENSMUSG00000021365.15	Nedd9	48.17380413	55.31987471	48.88448926	53.12302414	45.7551467	30.23149241	37.11950743	31.1750843	27.33104794	71.85573797	73.77999551	83.25466358	45.97876826	45.05017575	75.84499986	45.25038729	40.92210503	64.25529703
ENSMUSG00000021366.8	Hivep1	10.14315653	10.50880097	10.19818564	9.702068193	7.842472656	4.996628005	8.974973009	6.802265639	5.70293314	11.54703447	10.68814855	13.18775983	11.43352958	9.68676917	13.11787241	12.72905361	8.58581857	12.25391845
ENSMUSG00000021367.8	Edn1	0.243692437	0.315957545	0.363654749	0	0.124477475	0	0	0.093620486	0	1.703888485	1.767148061	2.585559369	0.382668897	0.069733612	0.123795327	0.188122468	0	0
ENSMUSG00000021368.15	Tbc1d7	0.291355082	0.431490759	0.230932462	0.536400557	0.658726666	0.175921548	0.335631323	0.391392461	0.39817038	0.137213187	0.122461849	0.260162328	0.108003136	0.574625764	0.163779196	0.339652031	0.518346707	0.191132596
ENSMUSG00000021371.5	Mcur1	5.925992097	6.118842029	5.375527438	7.572613099	7.095272127	4.643203342	7.788688651	7.785462913	6.550431687	5.657344413	6.174984087	5.374788485	4.475405405	5.694539508	5.787938874	3.997446066	5.551752549	5.449903584
ENSMUSG00000021374.10	Nup153	7.400990977	7.226633918	6.886760395	11.94824761	7.169159479	5.053809531	11.57047837	8.932531062	5.94037068	7.446590026	7.70186617	6.668823959	8.339135287	11.62452881	7.688846224	9.418168787	11.32299066	8.388859048
ENSMUSG00000021375.11	Kif13a	1.746317421	2.136579234	1.45126203	4.171440705	3.170598239	1.953343918	2.229656001	2.062516058	1.406373156	1.63014459	1.780463601	1.149830962	0.821562573	1.530566554	0.813994964	0.9307871	1.521633495	0.830808608
ENSMUSG00000021376.11	Tpmt	0.115352754	0.053288874	0.237666946	0.16824172	0.140106886	0.133699789	0.061407831	0	0.072850112	0.026898022	0	0	0.019760487	0	0	0	0.117729723	0
ENSMUSG00000021377.15	Dek	15.40831615	17.92000088	17.61474812	15.58389778	12.50301732	9.806153051	11.02122111	14.27243568	10.24651502	23.57645354	29.71216328	28.11295447	28.60067735	42.44994144	24.26970452	30.29938452	39.52592161	25.59696197
ENSMUSG00000021384.14	Susd3	4.504926658	2.843283793	1.837026896	5.472459287	13.34454087	6.259654485	6.44890815	4.009319571	9.725889681	4.43351844	3.39436761	2.148483193	5.154875113	3.402465826	3.990173845	4.213418271	4.182776866	5.128601137
ENSMUSG00000021385.10	Ippk	0.759286424	0.925112704	1.481326656	1.202130799	0.909386411	1.04165232	1.263671731	1.268428709	1.040140559	0.639619493	0.568194774	0.709451301	1.434529136	1.631997888	1.233276667	1.244512351	1.861876922	1.190491565
ENSMUSG00000021391.10	Cenpp	0.248476311	0.238077214	0.235116837	0.468102732	0.207689016	0.241775137	0.330689793	0.093722723	0.174359147	0.239484716	0.359782701	0.349370933	0.532064983	0.681476269	0.24958229	0.526210327	0.894631867	0.326418791
ENSMUSG00000021392.8	Nol8	0.18971196	0.339400569	0.332803118	0.243662104	0.159851404	0.132864913	0.197635763	0.059698177	0.07107893	0.485515094	0.484422922	0.709539424	0.512126499	0.830510722	0.382515531	0.337138131	0.837574769	0.3435676
ENSMUSG00000021395.11	Spin1	26.61100703	24.01607488	22.13988606	15.68290183	11.72423079	10.25132776	14.80380621	12.43463835	9.127990544	22.08880424	21.36910014	23.738089	25.75973651	26.09806011	33.77187699	28.02749236	26.18906581	29.5324695
ENSMUSG00000021396.5	Nxnl2	0.099145625	0.223919698	0.227476161	0	0	0.156057259	0	0.03999371	0	0.231702097	0.179739881	0.161122776	0.290617284	0.231020479	0.346264888	0.141818799	0.103062491	0.067349322
ENSMUSG00000021400.8	Wrnip1	0.374828185	0.776831204	1.043835738	1.48569967	1.896733694	2.115625028	0.869364515	0.708985927	0.939452503	1.122044428	0.760607143	0.974126407	1.117629761	2.302185367	0.947579988	1.405724204	2.376322553	0.955844885
ENSMUSG00000021403.3	Serpinb9b	0.852660921	3.714834768	3.986780872	0	0	0	0	0.023903816	0	0	0	0.063924187	0.043424717	0.050871022	0	0	0.064679325	0
ENSMUSG00000021404.12	Serpinb9c	0.39557227	1.677843514	1.827051618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021408.15	Ripk1	10.86070109	11.06252791	10.89783589	12.47711015	8.468125099	8.443326106	14.53568527	10.56470603	10.08342521	11.16201133	12.17468969	10.42530132	13.11241758	15.51155717	11.23953704	13.42372271	16.80188495	12.12137007
ENSMUSG00000021411.16	Pxdc1	0.066252081	0.710741835	1.054405339	0.099648145	0.108503969	0.075083142	0.038796094	0	0	0.108758839	0.108096823	0.133655676	0	0.029249965	0	0.048737611	0.024793002	0.066279852
ENSMUSG00000021413.9	Prpf4b	4.422254886	4.960196133	4.97348988	5.281627499	3.533515715	3.780633643	3.947202634	3.665388606	3.697367006	5.373691368	4.806850106	5.500203774	5.266979644	6.673155699	4.7405056	6.140782852	6.558347411	5.078598635
ENSMUSG00000021417.15	Eci2	2.965574691	2.207653538	3.127576894	2.236339404	3.169014787	2.363009244	5.400911124	4.724409095	4.738479867	1.351500357	1.600150747	1.395493124	2.751412392	3.077054072	3.409555688	2.345660268	3.162427902	2.998194217
ENSMUSG00000021420.13	Fars2	0.194838989	0.307271049	0.419585571	0.252631542	0.495149659	0.460020882	0.272121711	0.421624508	0.497853465	0.217136824	0.501121705	0.406618382	0.500077512	0.815711132	0.334050283	0.621925383	0.870557047	0.388347674
ENSMUSG00000021423.6	Ly86	0.074416847	0.396164829	0.321251724	1.524360547	0.53607011	1.109423025	0.503213393	0.066163288	0.182170744	0.261775819	0.439832129	0.713103815	0.405658531	0.44588479	0.097209326	0.371476673	0.417726579	0.08862862
ENSMUSG00000021427.10	Ssr1	8.735849119	8.844993841	9.381121132	8.900629755	8.137873767	6.689339805	11.0421781	8.944342873	8.808275777	7.419106331	7.275533373	7.667357556	10.08262412	13.6521302	10.70641763	11.84078952	14.4791438	11.96745174
ENSMUSG00000021428.9	Riok1	4.620832949	4.897692675	5.193117839	5.05702414	4.238118985	4.165434238	4.280726561	5.447236545	4.357610946	5.323097861	4.457576472	4.94715485	6.609304209	9.157358786	7.479147199	8.097777122	9.299131718	7.5503426
ENSMUSG00000021431.15	Snrnp48	0.886289192	1.052495164	1.374632184	1.284311019	0.717953698	1.312235245	1.036131606	0.854080585	0.868602911	1.640701289	1.668198811	1.674551632	1.537193816	1.897557183	1.370306957	1.649835567	2.057775069	1.493657803
ENSMUSG00000021432.15	Slc35b3	4.704928437	4.064670112	5.379800979	3.028283867	2.600348507	3.05660131	3.63970436	4.780128298	4.172941865	4.393360967	3.977590739	4.171481711	5.687756929	6.310256166	5.514726297	5.666485568	6.030951078	7.065717729
ENSMUSG00000021439.8	Ctsq	26.17684422	185.8642501	154.73259	0	0	0	0	0.827893415	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021441.4	Cts6	14.15193308	115.4041923	85.11401753	0	0	0	0	0.265824184	0	0	0	0	0	0	0	0	0	0
